Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles	cnv_call
"PCDHGA1,PCDHGA2,PCDHGA3,PCDHGA4,PCDHGA5,PCDHGA6,PCDHGA7,PCDHGA8,PCDHGB1,PCDHGB2,PCDHGB3,PCDHGB4"	0.197285	1.21522	0.001	0.2	0.744589	0.842175	1	0.744589	0.3148	0.1922	0.3038	1	1	9	dup
"PCDHGA1,PCDHGA2,PCDHGA3,PCDHGA4,PCDHGA5,PCDHGA6,PCDHGA7,PCDHGB1,PCDHGB2,PCDHGB3,PCDHGB4"	0.197285	1.21522	0.001	0.2	0.744589	0.842175	1	0.744589	0.3148	0.1922	0.3038	1	1	9	dup
PCDHGB4	0.197285	1.21522	0.001	0.2	0.744589	0.842175	1	0.744589	0.3148	0.1922	0.3038	1	1	9	dup
FAM9A	0.176385	-1.16295	0.001	0.2	0.68587	-0.589138	1	0.68587	0.3151	0.2628	0.2952	1	1	17	dup
CBR1	0.256898	1.34389	0.001	0.2	0.863312	1.29509	1	0.863312	0.3155	0.3155	0.3155	7	1	5	dup
GPBP1L1	0.299621	1.42226	0.001	0.2	0.949226	1.33501	1	0.949226	0.3156	0.3156	0.3156	3	1	5	dup
TNFAIP8	0.531066	1.18132	0.001	0.2	1.35975	5	0.605737	0.830714	0.3156	0.3377	0.5038	21	4	9	dup
ABAT	0.212402	-0.994155	0.001	0.2	0.7472	-0.500733	1	0.7472	0.3161	0.2818	0.2798	26	2	28	dup
LILRB4	0.125349	-1.01238	0.001	0.2	0.517596	-0.347963	1	0.517596	0.3161	0.3161	0.3161	4	1	38	dup
MAGT1	0.24815	1.08323	0.001	0.2	0.574955	0.439788	1	0.574955	0.3163	0.3882	0.3508	4	2	27	dup
ARID1B	0.283052	1.36002	0.001	0.2	0.704299	2.65562	0.453846	0.576523	0.3179	0.3454	0.5174	20	4	5	dup
IGF2R	0.504455	-0.753678	0.001	0.2	1.24904	-0.750249	1	1.24904	0.3182	0.2919	0.2955	67	16	20	dup
DCLRE1C	0.367115	-0.920041	0.001	0.2	0.822099	-0.205665	1	0.822099	0.3188	0.3693	0.3685	8	4	164	dup
SPTBN5	0.382998	1.11779	0.001	0.2	1.35621	1.06721	1	1.35621	0.3204	0.4147	0.4147	15	3	11	dup
MICAL3	0.273244	1.05397	0.001	0.2	1.03511	1.16293	1	1.03511	0.3207	0.3207	0.3207	43	2	7	dup
P2RX7	0.348551	-1.15876	0.001	0.2	1.40614	-1.56443	1	1.40614	0.3213	0.2473	0.2473	26	2	7	dup
CUL2	0.244247	-1.04581	0.001	0.2	0.845925	-0.668943	1	0.845925	0.3218	0.365	0.365	7	2	19	dup
EXOC6	0.260487	1.01136	0.001	0.2	0.397349	5	0.450615	0.376066	0.3229	0.5831	0.7393	11	3	5	dup
NRCAM	0.281686	-1.07972	0.001	0.2	1.26775	-1.4847	1	1.26775	0.3235	0.1677	0.1244	15	2	10	dup
ABCA1	0.57587	-1.16305	0.001	0.2	1.11558	-2.45727	0.556458	0.354789	0.3236	0.371	0.7082	85	5	18	dup
ZNF90	0.171993	-1.15138	0.001	0.2	0.714479	-0.905954	1	0.714479	0.3237	0.3237	0.3237	3	1	9	dup
GALNT17	0.433561	-0.942552	0.001	0.2	1.50177	-1.05277	1	1.50177	0.3239	0.2345	0.1895	34	5	16	dup
ZNF468	0.238647	1.01113	0.001	0.2	0.984633	0.250849	1	0.984633	0.3239	0.2568	0.2596	2	2	132	dup
COX5B	0.125049	-1.01137	0.001	0.2	0.519142	-0.341267	1	0.519142	0.3245	0.3245	0.3245	2	1	39	dup
SH3KBP1	0.268807	1.06717	0.001	0.2	1.09605	0.81235	1	1.09605	0.3248	0.2328	0.2577	18	2	14	dup
IGF1R	0.504303	-1.1587	0.001	0.2	1.43339	-1.0668	1	1.43339	0.3254	0.4194	0.3774	59	4	12	dup
OXA1L	0.200478	-1.22283	0.001	0.2	0.778371	-1.31394	1	0.778371	0.3261	0.3261	0.3261	2	1	5	dup
PEX5L	0.300906	-1.05106	0.001	0.2	1.02008	-1.06797	1	1.02008	0.3266	0.2871	0.2833	40	4	9	dup
ARL6IP1	0.0955591	-0.902637	0.001	0.2	0.417098	-0.555691	1	0.417098	0.3269	0.3542	0.2871	3	1	12	dup
CARHSP1	0.216943	-1.26064	0.001	0.2	0.871233	-0.965979	1	0.871233	0.327	0.2158	0.2158	2	1	10	dup
C22orf42	0.162984	-1.12692	0.001	0.2	0.654506	-0.773255	1	0.654506	0.3273	0.3273	0.3273	6	1	10	dup
RFPL2	0.162984	-1.12692	0.001	0.2	0.654506	-0.773255	1	0.654506	0.3273	0.3273	0.3273	6	1	10	dup
SLC5A4	0.162984	-1.12692	0.001	0.2	0.654506	-0.773255	1	0.654506	0.3273	0.3273	0.3273	41	1	10	dup
PPFIBP2	0.304617	-0.969176	0.001	0.2	0.928935	-1.38709	1	0.928935	0.3282	0.4787	0.4787	24	3	5	dup
DNAJC15	0.121272	0.998533	0.001	0.2	0.494539	0.32156	1	0.494539	0.3283	0.3283	0.3283	8	1	41	dup
YWHAE	0.342498	-1.3362	0.001	0.2	1.05133	-0.878407	1	1.05133	0.3288	0.3695	0.3661	7	4	17	dup
ZNF554	0.318664	-1.15183	0.001	0.2	1.14955	-1.06524	1	1.14955	0.3289	0.3185	0.3537	4	2	12	dup
UBE2K	0.325203	-1.17007	0.001	0.2	1.34301	-1.18283	1	1.34301	0.329	0.233	0.2265	11	2	10	dup
UBAP1	0.307935	0.973467	0.001	0.2	0.895257	0.858685	1	0.895257	0.3292	0.3471	0.2787	7	3	10	dup
ZFAND4	0.334753	0.988892	0.001	0.2	1.2439	0.717953	1	1.2439	0.3293	0.2964	0.29	8	3	21	dup
ZFPM2	0.534524	-1.22027	0.001	0.2	1.78765	-1.75339	1	1.78765	0.3294	0.3291	0.3291	70	3	8	dup
CAP2	0.569911	-1.07617	0.001	0.2	2.09636	-1.00266	1	2.09636	0.3297	0.215	0.1956	20	5	20	dup
SYK	0.573788	-1.08288	0.001	0.2	2.61284	-1.89371	1	2.61284	0.3298	0.2016	0.2016	27	4	11	dup
KIF19	0.133646	-1.03959	0.001	0.2	0.545443	-0.231428	1	0.545443	0.3303	0.3303	0.3303	7	1	95	dup
CEP97	0.368392	1.12517	0.001	0.2	1.00591	0.947005	1	1.00591	0.3306	0.4271	0.442	7	3	10	dup
TMEM132C	0.152801	0.770062	0.001	0.2	0.377872	0.75645	1	0.377872	0.3318	0.7647	0.6897	48	5	6	dup
SETX	0.41911	1.15312	0.001	0.2	1.00825	0.724349	1	1.00825	0.3323	0.4167	0.4167	22	5	16	dup
B3GLCT	0.220118	-0.964175	0.001	0.2	0.677095	-0.603862	1	0.677095	0.333	0.4025	0.2934	17	2	17	dup
MRPL40	0.0670008	0.772651	0.001	0.2	0.288392	0.481557	1	0.288392	0.3334	0.3496	0.3877	1	1	11	dup
MACROD2	0.618174	-0.762746	0.001	0.2	2.18225	-0.923446	1	2.18225	0.3336	0.232	0.2145	147	12	26	dup
SLCO2B1	0.285622	0.943743	0.001	0.2	0.899941	1.14627	1	0.899941	0.3338	0.3338	0.312	18	4	6	dup
C6orf106	0.547916	-0.910142	0.001	0.2	2.1465	-1.4136	1	2.1465	0.3339	0.2921	0.2921	20	6	12	dup
KMT2C	0.351756	1.02022	0.001	0.2	1.47477	0.735108	1	1.47477	0.3342	0.2194	0.1942	22	3	26	dup
GRHL2	0.346636	-0.989401	0.001	0.2	2.0494	-5	1	2.0494	0.3355	0.3269	0.3269	10	3	5	dup
MAPK10	0.467765	1.05457	0.001	0.2	1.43447	1.14232	1	1.43447	0.3362	0.3747	0.336	52	4	10	dup
PRRG1	0.208795	-1.06303	0.001	0.2	0.508264	-0.10645	1	0.508264	0.3363	0.4382	0.4377	4	2	403	dup
RPF2	0.152037	-1.09581	0.001	0.2	0.663166	-1.16235	1	0.663166	0.3371	0.3328	0.3371	6	1	6	dup
TPST1	0.24414	-1.01307	0.001	0.2	1.12213	-1.4323	1	1.12213	0.3371	0.3371	0.3349	7	2	8	dup
FUBP3	0.212161	1.2499	0.001	0.2	0.725728	1.09138	1	0.725728	0.3382	0.3382	0.3382	2	1	5	dup
CARMIL1	0.365695	-0.754123	0.001	0.2	1.21245	-1.12967	1	1.21245	0.3386	0.3174	0.2505	21	8	10	dup
COL11A1	0.260871	-1.06178	0.001	0.2	1.00818	-1.37448	1	1.00818	0.3388	0.2851	0.2219	25	2	8	dup
MAMLD1	0.244898	-0.971858	0.001	0.2	0.689466	-0.685756	1	0.689466	0.3392	0.3624	0.3878	27	3	14	dup
CAPN6	0.20946	-0.944666	0.001	0.2	0.815961	-0.750921	1	0.815961	0.3395	0.383	0.3474	4	2	13	dup
"MAGEA10-MAGEA5,MAGEA5"	0.143233	-1.06956	0.001	0.2	0.594713	-0.571437	1	0.594713	0.3395	0.3395	0.3395	1	1	19	dup
NCOA4	0.16303	-1.12705	0.001	0.2	0.654619	-0.77065	1	0.654619	0.3396	0.3396	0.3396	2	1	10	dup
"NCOA4,TIMM23B"	0.16303	-1.12705	0.001	0.2	0.654619	-0.77065	1	0.654619	0.3396	0.3396	0.3396	9	1	10	dup
MFSD6	0.303166	1.09967	0.001	0.2	0.929931	1.08274	1	0.929931	0.3398	0.3398	0.3398	6	2	7	dup
ART1	0.213885	-1.25379	0.001	0.2	0.866469	-0.957257	1	0.866469	0.3399	0.1267	0.2153	5	1	11	dup
NLRP5	0.140276	1.06047	0.001	0.2	0.543093	0.979277	1	0.543093	0.3408	0.3323	0.1875	20	1	6	dup
EVC	0.276725	0.806144	0.001	0.2	1.04473	0.99473	1	1.04473	0.3425	0.2371	0.2278	22	4	9	dup
AQP11	0.152785	-1.09798	0.001	0.2	0.622402	-0.753908	1	0.622402	0.3425	0.3063	0.3391	1	1	10	dup
ARPP21	0.376155	-0.941851	0.001	0.2	0.302502	-1.27375	0.445206	0.246117	0.3428	0.5011	0.5198	8	4	173	dup
ST6GAL1	0.170711	0.976077	0.001	0.2	0.273659	0.671871	1	0.273659	0.3444	0.5623	0.5563	31	2	5	dup
HTR2C	0.356778	0.997547	0.001	0.2	1.5837	0.162379	1	1.5837	0.3444	0.2098	0.2135	15	4	517	dup
RAB7A	0.457557	-0.890428	0.001	0.2	2.05836	-5	0.728195	1.89358	0.3448	0.2383	0.2783	17	7	10	dup
ATP11A	0.202666	0.960023	0.001	0.2	0.465974	0.699478	1	0.465974	0.3449	0.4235	0.4383	24	2	8	dup
ASAP1	0.275032	-0.926473	0.001	0.2	0.30929	-5	0.413373	0.552474	0.3451	0.6092	0.4053	29	3	22	dup
PACSIN2	0.233348	-1.5223	0.001	0.2	0.71826	-0.962832	1	0.71826	0.3454	0.3367	0.3367	99	2	7	dup
MYH7	0.170237	-1.14669	0.001	0.2	0.67552	-0.78575	1	0.67552	0.3458	0.3229	0.2135	1	1	10	dup
DAB2IP	0.693283	-1.00748	0.001	0.2	2.49239	-1.47141	1	2.49239	0.3458	0.2475	0.2398	83	7	14	dup
ZHX2	0.461479	-1.09944	0.001	0.2	1.66708	-5	0.653784	0.352055	0.3463	0.2635	0.6397	24	5	10	dup
CDH15	0.122406	1.00242	0.001	0.2	0.484225	0.898437	1	0.484225	0.3476	0.3476	0.3476	7	1	5	dup
USP10	0.434677	1.26993	0.001	0.2	1.20627	1.57551	1	1.20627	0.348	0.348	0.348	14	3	5	dup
CYP2A7	0.162223	1.12481	0.001	0.2	0.623985	1.10803	1	0.623985	0.3482	0.3482	0.3482	3	1	5	dup
TSC22D3	0.326301	-1.08889	0.001	0.2	0.880982	-0.685597	1	0.880982	0.3482	0.4071	0.32	3	3	17	dup
BTK	0.305024	1.50276	0.001	0.2	0.549764	5	0.413547	0.06798	0.349	0.3643	0.7849	5	2	11	dup
RBM19	0.375463	-1.00574	0.001	0.2	0.405336	-2.01335	0.45051	0.234751	0.349	0.5182	0.6347	125	4	26	dup
CLCN6	0.372475	1.19496	0.001	0.2	0.822049	5	0.514407	0.680985	0.3491	0.5941	0.6821	33	3	6	dup
SLIT1	0.477226	-1.11699	0.001	0.2	1.30703	-1.03813	1	1.30703	0.3502	0.3502	0.3502	23	6	11	dup
LENG8	0.392131	1.20146	0.001	0.2	1.14986	1.53229	1	1.14986	0.3506	0.4994	0.4994	19	3	5	dup
PPP2R5E	0.368715	-1.03678	0.001	0.2	0.642337	-1.87897	0.507066	0.046281	0.3525	0.4088	0.7835	18	4	70	dup
ZNF808	0.244284	1.18534	0.001	0.2	0.458476	0.536015	1	0.458476	0.3532	0.4825	0.5083	2	2	13	dup
STXBP5L	0.298026	-0.973729	0.001	0.2	0.22336	-5	0.328627	0.143229	0.3547	0.6147	0.7532	14	4	22	dup
ADGRB3	0.234741	-0.777125	0.001	0.2	0.24761	-1.56973	0.443079	0.116778	0.3549	0.5257	0.6252	32	5	18	dup
KATNBL1	0.226914	-1.22159	0.001	0.2	0.506979	-5	0.408503	0.338332	0.3558	0.5005	0.6243	8	2	10	dup
NUP153	0.101812	-0.927472	0.001	0.2	0.445987	-0.63447	1	0.445987	0.3561	0.3561	0.3561	24	1	10	dup
LRCH2	0.129544	0.778651	0.001	0.2	-0.0727319	5	0.25148	0.215329	0.3562	0.7804	0.5874	4	2	34	dup
CCDC27	0.132282	1.0352	0.001	0.2	0.554822	0.706179	1	0.554822	0.3564	0.2201	0.3564	2	1	10	dup
SMIM1	0.132282	1.0352	0.001	0.2	0.554822	0.706179	1	0.554822	0.3564	0.2201	0.3564	1	1	10	dup
AKAP13	0.375431	-0.84867	0.001	0.2	0.28784	-2.58842	0.376313	0.56757	0.3564	0.5601	0.303	62	5	72	dup
TEX101	0.1716	0.900361	0.001	0.2	0.729506	0.516021	1	0.729506	0.3574	0.3253	0.3197	8	2	23	dup
TSPAN7	0.393599	1.01003	0.001	0.2	0.227513	0.986262	0.377063	0.00229973	0.3582	0.6718	0.9391	11	5	128	dup
TRPV3	0.334412	-1.04309	0.001	0.2	1.14585	-1.19356	1	1.14585	0.3583	0.4334	0.4135	15	3	7	dup
TRIM22	0.180451	-1.17348	0.001	0.2	0.688512	-0.725123	1	0.688512	0.3586	0.3245	0.2889	18	1	11	dup
KREMEN1	0.10066	-0.730688	0.001	0.2	0.351956	-5	0.446797	0.213958	0.359	0.3656	0.6321	30	4	5	dup
DEFA4	0.10361	0.934416	0.001	0.2	0.424571	0.560471	1	0.424571	0.3591	0.3923	0.4646	3	1	12	dup
DEFA6	0.10361	0.934416	0.001	0.2	0.424571	0.560471	1	0.424571	0.3591	0.3923	0.4646	1	1	12	dup
HSD17B12	0.300287	0.917571	0.001	0.2	0.651758	0.822457	1	0.651758	0.3597	0.4067	0.4074	16	4	8	dup
SPSB1	0.25275	-0.863527	0.001	0.2	0.901486	-0.182822	1	0.901486	0.3597	0.2451	0.2287	14	3	233	dup
ZNRF3	0.266791	-0.798019	0.001	0.2	2.00356	-5	1	2.00356	0.3615	0.2712	0.2712	12	4	5	dup
ADGRG2	0.103114	-0.932509	0.001	0.2	0.458561	-0.629829	1	0.458561	0.3617	0.3757	0.3756	12	1	13	dup
TERB2	0.267926	1.07835	0.001	0.2	1.11784	1.14313	1	1.11784	0.3621	0.2472	0.2958	7	2	8	dup
MTUS1	0.379448	0.84452	0.001	0.2	1.54174	0.589146	1	1.54174	0.3622	0.2789	0.2492	16	5	37	dup
EDA	0.318806	0.961709	0.001	0.2	0.94111	1.09236	1	0.94111	0.3625	0.3875	0.3875	25	3	7	dup
PVRIG	0.201776	-1.2259	0.001	0.2	0.809816	-1.30341	1	0.809816	0.3636	0.3636	0.3636	1	1	5	dup
DOCK1	0.484814	-1.00143	0.001	0.2	1.36805	-5	0.497305	0.960224	0.3646	0.2975	0.3469	122	6	17	dup
NSDHL	0.153244	1.09931	0.001	0.2	0.596016	0.650861	1	0.596016	0.3648	0.3648	0.3648	10	1	12	dup
CTTNBP2	0.217061	-1.26091	0.001	0.2	0.857158	-1.33077	1	0.857158	0.3653	0.3653	0.2928	14	1	5	dup
GUCY1B3	0.126473	1.01614	0.001	0.2	0.496212	0.901352	1	0.496212	0.3656	0.3656	0.3656	8	1	5	dup
SLC3A1	0.281578	0.863477	0.001	0.2	0.144005	1.76902	0.39181	0.0572549	0.3656	0.6078	0.7284	9	4	59	dup
LRRC47	0.251457	1.02945	0.001	0.2	0.658646	0.769713	1	0.658646	0.3675	0.3922	0.3993	4	2	10	dup
NEK10	0.332028	0.870681	0.001	0.2	1.16591	5	0.289426	0.61113	0.3678	0.3541	0.3543	113	12	17	dup
MDGA2	0.387903	1.17386	0.001	0.2	0.845092	2.18965	0.545118	0.832395	0.3679	0.4353	0.3679	35	5	6	dup
AK8	0.115849	-0.97959	0.001	0.2	0.503144	-0.659584	1	0.503144	0.3681	0.3681	0.3681	16	1	11	dup
PHKA2	0.139114	-1.05687	0.001	0.2	0.588935	-0.713695	1	0.588935	0.3683	0.3683	0.3683	4	1	13	dup
RPL9	0.263686	1.357	0.001	0.2	0.984568	1.41514	1	0.984568	0.3686	0.3686	0.2799	1	1	5	dup
TMEM232	0.386867	-1.03286	0.001	0.2	1.36384	-1.62867	1	1.36384	0.3691	0.3691	0.3691	16	3	5	dup
FAM126B	0.319831	0.902	0.001	0.2	0.998636	1.01685	1	0.998636	0.3692	0.605	0.605	39	4	8	dup
TSHZ2	0.208263	-0.686424	0.001	0.2	0.650926	-1.12021	1	0.650926	0.3696	0.421	0.421	35	5	6	dup
PKD1L3	0.375676	-1.21819	0.001	0.2	0.851768	-5	0.512483	0.579806	0.3697	0.3697	0.6734	21	3	7	dup
TXLNG	0.378668	-1.21274	0.001	0.2	1.39745	-1.58064	1	1.39745	0.3699	0.2445	0.2445	4	2	7	dup
SI	0.15014	-1.09024	0.001	0.2	0.627958	-0.730602	1	0.627958	0.37	0.2626	0.3483	29	1	13	dup
BTN3A3	0.113508	-0.971217	0.001	0.2	0.482397	-0.45652	1	0.482397	0.37	0.3541	0.2769	7	1	22	dup
HNF4G	0.682654	1.0534	0.001	0.2	1.97341	1.2478	1	1.97341	0.3704	0.3704	0.3605	167	7	12	dup
PNPLA1	0.258833	1.14529	0.001	0.2	0.229736	5	0.334717	0.174891	0.3706	0.5733	0.6365	46	4	6	dup
FMR1NB	0.194245	0.90986	0.001	0.2	0.797448	0.521212	1	0.797448	0.3707	0.3178	0.3162	4	2	26	dup
"ATM,C11orf65"	0.464064	1.13948	0.001	0.2	1.39864	5	0.608976	1.08022	0.3708	0.3708	0.4601	20	4	8	dup
CAGE1	0.426254	-1.10355	0.001	0.2	1.51884	-1.65267	1	1.51884	0.3712	0.2922	0.1622	8	3	6	dup
POR	0.223161	-1.27435	0.001	0.2	0.873749	-1.33679	1	0.873749	0.3716	0.3716	0.3716	15	1	5	dup
"CDKL5,RS1"	0.137208	1.0509	0.001	0.2	0.526659	0.925034	1	0.526659	0.3721	0.3721	0.2956	1	1	5	dup
RS1	0.137208	1.0509	0.001	0.2	0.526659	0.925034	1	0.526659	0.3721	0.3721	0.2956	4	1	5	dup
IZUMO2	0.23473	1.29907	0.001	0.2	0.907162	1.35594	1	0.907162	0.3722	0.3722	0.3722	1	1	5	dup
C11orf40	0.201541	-1.22534	0.001	0.2	0.811715	-1.29536	1	0.811715	0.3724	0.3724	0.3724	4	1	5	dup
DNAJB13	0.21169	1.24883	0.001	0.2	0.841997	1.31084	1	0.841997	0.3726	0.2481	0.3726	2	1	5	dup
PAAF1	0.21169	1.24883	0.001	0.2	0.841997	1.31084	1	0.841997	0.3726	0.2481	0.3726	1	1	5	dup
KIRREL	0.581504	-1.18589	0.001	0.2	2.02044	-1.80451	1	2.02044	0.3733	0.3182	0.3182	28	4	9	dup
AGMO	0.382456	-1.02884	0.001	0.2	1.719	-1.69576	1	1.719	0.3734	0.3164	0.3149	42	3	8	dup
DDX10	0.258435	-0.870139	0.001	0.2	0.733952	-0.469798	1	0.733952	0.3735	0.333	0.357	18	3	30	dup
PPP1R13L	0.167094	0.901246	0.001	0.2	0.791261	0.321244	1	0.791261	0.3736	0.3014	0.2445	2	2	65	dup
DUPD1	0.121144	0.998092	0.001	0.2	0.480109	0.891737	1	0.480109	0.3737	0.3737	0.3737	3	1	5	dup
PARVA	0.203856	-1.23078	0.001	0.2	0.818748	-1.30008	1	0.818748	0.3738	0.2391	0.2919	27	1	5	dup
TAF11	0.0819927	0.844679	0.001	0.2	0.361426	0.527291	1	0.361426	0.3738	0.3738	0.3738	6	1	11	dup
SPAG16	0.617415	-1.13998	0.001	0.2	1.39327	-5	0.308655	0.531469	0.3738	0.2716	0.4209	100	13	140	dup
NEDD4L	0.494645	1.25826	0.001	0.2	1.38379	5	0.612652	1.14676	0.3743	0.3743	0.3743	37	4	5	dup
KIAA2026	0.358119	-1.02049	0.001	0.2	2.33779	-5	1	2.33779	0.3743	0.2762	0.2762	8	3	5	dup
C4orf51	0.281064	1.04128	0.001	0.2	1.04257	1.38703	1	1.04257	0.3747	0.3448	0.3188	6	3	6	dup
HDAC8	0.302774	-0.892634	0.001	0.2	1.0865	-0.792486	1	1.0865	0.3752	0.4429	0.4395	11	4	21	dup
CYFIP1	0.0999855	-0.920328	0.001	0.2	0.424083	-0.156035	1	0.424083	0.3756	0.3793	0.3655	35	1	152	dup
BTN3A1	0.341279	-1.23822	0.001	0.2	1.23248	-1.51211	1	1.23248	0.3761	0.3337	0.3761	6	2	6	dup
"PHLDB2,PLCXD2"	0.401934	-0.930055	0.001	0.2	2.59145	-5	1	2.59145	0.3772	0.2785	0.2785	12	4	5	dup
KSR2	0.415888	1.18888	0.001	0.2	1.20817	1.55261	1	1.20817	0.3774	0.3774	0.3774	6	3	5	dup
TMEM87A	0.20591	-1.03832	0.001	0.2	0.715295	-0.800585	1	0.715295	0.3775	0.3995	0.3465	20	2	10	dup
ATF7IP2	0.165541	1.04367	0.001	0.2	1.0288	0.928221	1	1.0288	0.3777	0.1952	0.2338	10	3	11	dup
CADM2	0.555801	0.964709	0.001	0.2	1.78225	0.829273	1	1.78225	0.3782	0.3375	0.2777	48	8	23	dup
ARSE	0.15938	-1.11685	0.001	0.2	0.677957	-1.20379	1	0.677957	0.3783	0.3783	0.3783	8	1	5	dup
XG	0.15938	-1.11685	0.001	0.2	0.677957	-1.20379	1	0.677957	0.3783	0.3783	0.3783	6	1	5	dup
"NDUFC2,NDUFC2-KCTD14"	0.12173	1.0001	0.001	0.2	0.48208	0.889118	1	0.48208	0.3787	0.3787	0.2757	2	1	5	dup
THRSP	0.12173	1.0001	0.001	0.2	0.48208	0.889118	1	0.48208	0.3787	0.3787	0.2757	1	1	5	dup
GNB1	0.358441	-1.07562	0.001	0.2	1.34144	-1.51095	1	1.34144	0.3791	0.3791	0.3209	14	3	7	dup
CFLAR	0.165605	-1.13414	0.001	0.2	0.698833	-1.21151	1	0.698833	0.3801	0.3167	0.3167	17	1	5	dup
HTR5A	0.192309	-1.20317	0.001	0.2	0.782328	-1.27245	1	0.782328	0.3801	0.3801	0.3801	4	1	5	dup
CRCP	0.149107	-1.0872	0.001	0.2	0.644255	-1.16137	1	0.644255	0.3802	0.3802	0.3802	2	1	5	dup
GRIN2A	0.23754	1.02476	0.001	0.2	1.01518	0.856565	1	1.01518	0.3811	0.2097	0.2172	49	2	12	dup
ARRDC5	0.154816	-0.825908	0.001	0.2	0.619042	-1.13311	1	0.619042	0.3813	0.516	0.3813	5	2	5	dup
CYP2R1	0.174381	-0.888813	0.001	0.2	0.366204	-0.397708	1	0.366204	0.3814	0.5323	0.5228	3	2	23	dup
KIAA1841	0.163777	-1.12911	0.001	0.2	0.693366	-1.20322	1	0.693366	0.3815	0.3815	0.3815	5	1	5	dup
CHD1L	0.118064	0.987402	0.001	0.2	0.495531	0.592354	1	0.495531	0.3818	0.3818	0.3818	5	1	13	dup
PPFIBP1	0.0934146	-0.563784	0.001	0.2	0.571269	-0.839635	1	0.571269	0.3825	0.5042	0.4878	45	3	11	dup
RRM1	0.225685	-0.976616	0.001	0.2	0.64986	-0.742945	1	0.64986	0.3829	0.3796	0.4114	8	2	12	dup
DDA1	0.362967	-0.933858	0.001	0.2	0.850918	-0.601365	1	0.850918	0.3831	0.4656	0.4824	6	4	22	dup
"CHD1L,FMO5,NBPF19"	0.101911	0.927853	0.001	0.2	0.438175	0.557401	1	0.438175	0.3834	0.3834	0.3834	8	1	13	dup
"CHD1L,NBPF19"	0.101911	0.927853	0.001	0.2	0.438175	0.557401	1	0.438175	0.3834	0.3834	0.3834	17	1	13	dup
"NBPF19,PRKAB2"	0.101911	0.927853	0.001	0.2	0.438175	0.557401	1	0.438175	0.3834	0.3834	0.3834	5	1	13	dup
PRKAB2	0.101911	0.927853	0.001	0.2	0.438175	0.557401	1	0.438175	0.3834	0.3834	0.3834	25	1	13	dup
ARGFX	0.155221	1.10502	0.001	0.2	0.610428	0.626215	1	0.610428	0.3835	0.3431	0.3651	3	1	13	dup
FBXO40	0.155221	1.10502	0.001	0.2	0.610428	0.626215	1	0.610428	0.3835	0.3431	0.3651	8	1	13	dup
ZNF626	0.245647	-0.994817	0.001	0.2	0.271714	-5	0.288044	0.187312	0.3836	0.5936	0.522	5	3	199	dup
TSLP	0.234855	-1.10196	0.001	0.2	0.321527	-5	0.38153	0.433581	0.3839	0.5094	0.5882	2	2	10	dup
STARD8	0.393964	1.22917	0.001	0.2	0.562516	4.52583	0.365833	0.123342	0.385	0.6333	0.76	13	4	14	dup
SLCO4C1	0.122039	-1.00116	0.001	0.2	0.548581	-1.07656	1	0.548581	0.3862	0.3862	0.3862	22	1	5	dup
COX10	0.115048	-0.976737	0.001	0.2	0.515888	-1.07622	1	0.515888	0.3862	0.2045	0.2991	22	1	6	dup
EMID1	0.239426	0.762038	0.001	0.2	1.00075	0.941563	1	1.00075	0.3876	0.3901	0.3195	35	6	11	dup
TTLL11	0.213255	-0.739077	0.001	0.2	0.705707	-1.21759	1	0.705707	0.3881	0.38	0.38	30	5	5	dup
ZNF160	0.390015	-0.983611	0.001	0.2	0.159362	-3.36229	0.316159	0.843484	0.3886	0.6408	0.3329	12	4	38	dup
KATNAL2	0.268088	1.37362	0.001	0.2	0.371278	5	0.249146	0.397412	0.3891	0.6435	0.5111	7	4	23	dup
MERTK	0.148766	-1.08619	0.001	0.2	0.642823	-1.16204	1	0.642823	0.3898	0.2256	0.251	16	1	5	dup
ZSWIM4	0.272263	-1.19615	0.001	0.2	0.892076	-5	0.518149	0.782705	0.3902	0.3902	0.4953	7	3	5	dup
PRDM1	0.160995	1.12138	0.001	0.2	0.684627	1.18306	1	0.684627	0.3908	0.3908	0.349	3	1	5	dup
DHFR	0.462074	-0.847466	0.001	0.2	2.06	-1.72444	1	2.06	0.3908	0.2073	0.2073	41	6	10	dup
RRS1	0.0999073	0.92002	0.001	0.2	0.411372	0.817337	1	0.411372	0.3912	0.6507	0.6507	5	1	5	dup
FAM189A2	0.23289	-1.26192	0.001	0.2	0.883388	-1.02505	1	0.883388	0.3916	0.3916	0.3916	13	2	8	dup
LAPTM4A	0.259608	-1.24773	0.001	0.2	1.11837	-0.929916	1	1.11837	0.3918	0.3293	0.3258	9	3	13	dup
LRBA	0.341953	-0.765648	0.001	0.2	1.31536	-0.539856	1	1.31536	0.392	0.2312	0.1849	42	6	41	dup
GAB4	0.172309	0.863337	0.001	0.2	0.661417	0.544448	1	0.661417	0.3925	0.4539	0.4379	4	2	19	dup
IDI1	0.13608	-1.04734	0.001	0.2	0.599193	-1.11931	1	0.599193	0.3926	0.3926	0.3926	3	1	5	dup
ESRRB	0.14415	-1.07235	0.001	0.2	0.627957	-1.14396	1	0.627957	0.3929	0.322	0.3929	31	1	5	dup
